customer_id,recency,frequency,monetary,Segment
CS4474,10/17/2014,25,1598,P0
CS4475,2/4/2015,23,1775,P0
CS4476,3/9/2015,19,1223,P0
CS4477,3/16/2015,17,1253,P0
CS4478,3/16/2015,19,1307,P0
CS4479,2/11/2015,20,1525,P0
CS4480,3/5/2015,17,1294,P0
CS4481,3/16/2015,14,920,P2
CS4482,2/10/2015,16,1148,P0
CS4483,1/28/2015,27,2057,P0
CS4484,12/19/2014,21,1575,P0
CS4485,1/10/2015,15,1043,P0
CS4486,12/4/2014,18,1341,P0
CS4487,3/15/2015,18,1339,P0
CS4488,3/9/2015,21,1452,P0
CS4489,9/17/2014,18,1292,P0
CS4490,3/4/2015,23,1503,P0
CS4491,3/7/2015,12,942,P2
CS4492,10/4/2014,14,1141,P2
CS4493,12/10/2014,18,1334,P0
CS4494,1/4/2015,14,992,P2
CS4495,3/9/2015,29,1944,P0
CS4496,2/21/2015,22,1506,P0
CS4497,3/5/2015,21,1670,P0
CS4498,2/17/2015,18,1223,P0
CS4499,3/12/2015,9,606,P2
CS4500,10/12/2014,20,1429,P0
CS4501,11/19/2014,18,1241,P0
CS4502,11/22/2014,14,980,P2
CS4503,1/15/2015,23,1605,P0
CS4504,12/25/2014,24,1766,P0
CS4505,7/16/2014,11,739,P2
CS4506,3/10/2015,21,1421,P0
CS4507,12/3/2014,18,1218,P0
CS4508,12/20/2014,17,1173,P0
CS4509,12/9/2014,18,1198,P0
CS4510,11/21/2014,26,1617,P0
CS4511,9/7/2014,21,1535,P0
CS4512,2/11/2015,23,1575,P0
CS4513,3/5/2015,17,1308,P0
CS4514,3/7/2015,17,1045,P0
CS4515,3/16/2015,21,1548,P0
CS4516,3/7/2015,23,1767,P0
CS4517,12/20/2014,28,2000,P0
CS4518,2/2/2015,17,1268,P0
CS4519,1/23/2015,11,809,P2
CS4520,2/22/2015,21,1412,P0
CS4521,12/10/2014,22,1637,P0
CS4522,3/6/2015,24,1699,P0
CS4523,8/6/2014,15,893,P2
CS4524,3/11/2015,23,1523,P0
CS4525,10/29/2014,23,1575,P0
CS4526,11/27/2014,22,1346,P0
CS4527,11/21/2014,18,1329,P0
CS4528,2/9/2015,14,1100,P2
CS4529,5/16/2014,11,756,P2
CS4530,12/3/2014,19,1477,P0
CS4531,3/12/2015,22,1532,P0
CS4532,1/21/2015,15,1209,P0
CS4533,3/5/2015,25,1457,P0
CS4534,3/2/2015,16,1063,P0
CS4535,1/4/2015,16,1095,P0
CS4536,1/25/2015,20,1365,P0
CS4537,12/27/2014,17,1175,P0
CS4538,2/18/2015,22,1591,P0
CS4539,12/25/2014,19,1341,P0
CS4540,3/16/2015,32,2361,P0
CS4541,2/20/2015,25,1582,P0
CS4542,3/6/2015,12,824,P2
CS4543,2/13/2015,24,1583,P0
CS4544,2/22/2015,16,1178,P0
CS4545,11/8/2014,11,669,P2
CS4546,2/2/2015,12,694,P2
CS4547,8/4/2014,20,1308,P0
CS4548,3/4/2015,15,995,P2
CS4549,1/16/2015,18,1293,P0
CS4550,10/27/2014,24,1832,P0
CS4551,3/1/2015,14,1007,P2
CS4552,12/15/2014,19,1376,P0
CS4553,3/10/2015,28,2081,P0
CS4554,3/3/2015,20,1312,P0
CS4555,3/2/2015,33,2331,P0
CS4556,2/10/2015,16,924,P2
CS4557,11/4/2014,15,1071,P0
CS4558,1/23/2015,25,1786,P0
CS4559,2/26/2015,13,777,P2
CS4560,1/13/2015,28,1972,P0
CS4561,1/29/2015,27,1892,P0
CS4562,1/8/2015,14,965,P2
CS4563,1/22/2015,25,1674,P0
CS4564,5/13/2014,22,1466,P0
CS4565,1/10/2015,23,1608,P0
CS4566,10/25/2014,15,1020,P0
CS4567,12/13/2014,9,574,P2
CS4568,1/25/2015,18,1138,P0
CS4569,12/12/2014,19,1205,P0
CS4570,11/24/2014,25,1736,P0
CS4571,1/8/2015,21,1416,P0
CS4572,12/13/2014,26,1567,P0
CS4573,11/29/2014,19,1367,P0
CS4574,3/9/2014,14,1053,P2
CS4575,1/11/2015,22,1451,P0
CS4576,2/24/2015,15,1085,P0
CS4577,2/2/2015,16,1335,P0
CS4578,1/16/2015,18,1191,P0
CS4579,1/13/2015,23,1744,P0
CS4580,7/27/2014,16,1251,P0
CS4581,1/18/2015,14,1153,P2
CS4582,3/5/2015,21,1516,P0
CS4583,12/20/2014,28,1988,P0
CS4584,10/30/2014,18,1151,P0
CS4585,3/16/2015,15,1115,P0
CS4586,3/16/2015,20,1505,P0
CS4587,12/29/2014,22,1657,P0
CS4588,1/1/2015,22,1508,P0
CS4589,2/28/2015,18,1146,P0
CS4590,1/31/2015,24,1625,P0
CS4591,3/16/2015,15,1084,P0
CS4592,11/26/2014,17,1157,P0
CS4593,2/17/2015,24,1760,P0
CS4594,12/14/2014,23,1685,P0
CS4595,11/30/2014,19,1376,P0
CS4596,2/14/2015,19,1383,P0
CS4597,3/14/2015,24,1520,P0
CS4598,12/5/2014,20,1118,P0
CS4599,2/10/2015,24,1638,P0
CS4600,12/3/2014,19,1181,P0
CS4601,3/14/2015,13,919,P2
CS4602,2/19/2015,24,1728,P0
CS4603,1/11/2015,30,2111,P0
CS4604,3/7/2015,29,2008,P0
CS4605,1/13/2015,17,1176,P0
CS4606,8/22/2014,20,1463,P0
CS4607,3/2/2015,18,1186,P0
CS4608,3/16/2015,32,2449,P0
CS4609,1/11/2015,28,2043,P0
CS4610,10/23/2014,20,1333,P0
CS4611,12/25/2014,23,1558,P0
CS4612,11/14/2014,18,1302,P0
CS4613,2/20/2015,21,1629,P0
CS4614,3/12/2015,17,1309,P0
CS4615,11/7/2014,24,1597,P0
CS4616,2/23/2015,19,1306,P0
CS4617,2/28/2015,28,1956,P0
CS4618,2/15/2015,20,1315,P0
CS4619,2/19/2015,15,1047,P0
CS4620,6/28/2014,15,1135,P0
CS4621,2/22/2015,17,1251,P0
CS4622,11/20/2014,19,1315,P0
CS4623,2/12/2015,23,1717,P0
CS4624,7/18/2014,24,1737,P0
CS4625,10/4/2014,28,1925,P0
CS4626,8/28/2014,20,1383,P0
CS4627,2/10/2015,23,1560,P0
CS4628,3/13/2015,18,1238,P0
CS4629,12/26/2014,19,1225,P0
CS4630,7/26/2014,10,704,P2
CS4631,2/27/2015,30,2157,P0
CS4632,2/3/2015,17,1315,P0
CS4633,2/10/2015,21,1457,P0
CS4634,1/7/2015,11,693,P2
CS4635,3/15/2015,20,1449,P0
CS4636,12/13/2014,16,1101,P0
CS4637,3/12/2015,19,1467,P0
CS4638,2/13/2015,24,1609,P0
CS4639,1/19/2015,25,1495,P0
CS4640,2/26/2015,29,2138,P0
CS4641,5/19/2014,19,1263,P0
CS4642,3/4/2015,22,1546,P0
CS4643,1/23/2015,19,1377,P0
CS4644,11/10/2014,14,942,P2
CS4645,12/14/2014,19,1293,P0
CS4646,11/9/2014,26,1772,P0
CS4647,2/8/2015,27,1955,P0
CS4648,2/4/2015,16,1157,P0
CS4649,3/9/2015,19,1286,P0
CS4650,1/4/2015,22,1599,P0
CS4651,1/29/2015,18,1258,P0
CS4652,12/8/2014,22,1561,P0
CS4653,1/5/2015,17,1103,P0
CS4654,9/26/2014,27,1832,P0
CS4655,9/24/2014,17,1245,P0
CS4656,2/13/2015,18,1285,P0
CS4657,3/16/2015,17,1257,P0
CS4658,3/9/2015,23,1626,P0
CS4659,1/30/2015,21,1422,P0
CS4660,3/6/2015,33,2527,P0
CS4661,3/16/2015,26,1769,P0
CS4662,12/19/2014,24,1788,P0
CS4663,10/22/2014,14,939,P2
CS4664,2/7/2015,17,1268,P0
CS4665,11/19/2014,18,1335,P0
CS4666,10/5/2014,22,1375,P0
CS4667,2/25/2015,13,894,P2
CS4668,12/26/2014,23,1698,P0
CS4669,12/4/2014,21,1432,P0
CS4670,1/25/2015,30,2214,P0
CS4671,1/24/2015,21,1368,P0
CS4672,1/20/2015,16,1153,P0
CS4673,2/13/2015,20,1393,P0
CS4674,12/19/2014,18,1468,P0
CS4675,3/26/2014,21,1521,P0
CS4676,3/4/2015,21,1526,P0
CS4677,2/2/2015,19,1276,P0
CS4678,10/18/2014,24,1581,P0
CS4679,2/28/2015,21,1607,P0
CS4680,12/13/2014,12,740,P2
CS4681,3/7/2015,22,1532,P0
CS4682,3/4/2015,21,1329,P0
CS4683,11/3/2014,15,1085,P0
CS4684,11/6/2014,17,1073,P0
CS4685,8/3/2014,24,1686,P0
CS4686,1/12/2015,23,1740,P0
CS4687,12/27/2014,24,1724,P0
CS4688,12/15/2014,20,1417,P0
CS4689,10/11/2014,13,852,P2
CS4690,11/27/2014,15,905,P2
CS4691,3/12/2015,22,1526,P0
CS4692,3/4/2015,18,1228,P0
CS4693,2/15/2015,17,1139,P0
CS4694,11/24/2014,13,953,P2
CS4695,10/1/2014,17,1237,P0
CS4696,2/24/2015,15,908,P2
CS4697,2/21/2015,25,1648,P0
CS4698,9/30/2014,17,1124,P0
CS4699,2/17/2015,19,1306,P0
CS4700,3/14/2015,18,1175,P0
CS4701,1/30/2015,23,1632,P0
CS4702,12/17/2014,25,1715,P0
CS4703,5/24/2014,20,1385,P0
CS4704,2/22/2015,20,1380,P0
CS4705,12/13/2014,13,985,P2
CS4706,9/28/2014,10,827,P2
CS4707,11/23/2014,22,1542,P0
CS4708,2/28/2015,21,1427,P0
CS4709,10/29/2014,17,1172,P0
CS4710,12/14/2014,21,1502,P0
CS4711,3/9/2015,23,1538,P0
CS4712,1/20/2015,14,1043,P2
CS4713,2/16/2015,24,1762,P0
CS4714,9/28/2014,16,1077,P0
CS4715,2/23/2015,19,1296,P0
CS4716,1/30/2015,13,970,P2
CS4717,1/23/2015,22,1613,P0
CS4718,11/1/2014,19,1354,P0
CS4719,9/17/2014,16,1273,P0
CS4720,7/31/2014,20,1187,P0
CS4721,3/1/2015,24,1606,P0
CS4722,2/23/2015,18,1250,P0
CS4723,3/11/2015,24,1707,P0
CS4724,12/16/2014,17,1044,P0
CS4725,12/30/2014,20,1348,P0
CS4726,1/26/2015,14,932,P2
CS4727,3/5/2015,22,1500,P0
CS4728,12/12/2014,14,1092,P2
CS4729,3/3/2015,16,1077,P0
CS4730,2/13/2015,21,1628,P0
CS4731,3/11/2015,17,1067,P0
CS4732,6/11/2014,16,1197,P0
CS4733,10/23/2014,23,1682,P0
CS4734,3/6/2015,19,1223,P0
CS4735,2/16/2015,18,1311,P0
CS4736,2/27/2015,14,986,P2
CS4737,3/10/2015,24,1668,P0
CS4738,1/11/2015,18,1258,P0
CS4739,1/13/2015,25,1818,P0
CS4740,1/28/2015,18,1141,P0
CS4741,2/27/2015,22,1629,P0
CS4742,10/18/2014,15,975,P2
CS4743,2/24/2015,16,1099,P0
CS4744,12/15/2014,19,1349,P0
CS4745,2/9/2015,22,1380,P0
CS4746,3/12/2015,31,2337,P0
CS4747,3/8/2015,11,718,P2
CS4748,1/12/2015,20,1525,P0
CS4749,2/22/2015,27,1959,P0
CS4750,8/30/2014,18,1266,P0
CS4751,3/13/2015,15,1232,P0
CS4752,3/3/2015,19,1162,P0
CS4753,11/9/2014,19,1209,P0
CS4754,9/27/2014,20,1423,P0
CS4755,3/4/2015,20,1598,P0
CS4756,2/27/2015,17,1196,P0
CS4757,3/8/2015,17,1188,P0
CS4758,1/28/2015,22,1388,P0
CS4759,1/17/2015,16,1138,P0
CS4760,1/31/2015,22,1707,P0
CS4761,11/19/2014,20,1365,P0
CS4762,1/9/2015,20,1313,P0
CS4763,2/26/2015,21,1382,P0
CS4764,3/15/2015,18,1396,P0
CS4765,11/9/2014,20,1299,P0
CS4766,3/15/2015,22,1605,P0
CS4767,9/25/2014,14,1046,P2
CS4768,3/15/2015,26,1721,P0
CS4769,12/11/2014,19,1271,P0
CS4770,10/18/2014,18,1134,P0
CS4771,3/4/2015,14,874,P2
CS4772,2/22/2015,19,1146,P0
CS4773,9/22/2014,27,2074,P0
CS4774,7/26/2014,18,1208,P0
CS4775,2/15/2015,20,1294,P0
CS4776,3/9/2015,22,1613,P0
CS4777,1/20/2015,25,1767,P0
CS4778,11/28/2014,18,1269,P0
CS4779,3/8/2015,23,1595,P0
CS4780,1/1/2015,17,1107,P0
CS4781,2/27/2015,15,1046,P0
CS4782,3/14/2015,17,1276,P0
CS4783,3/14/2015,19,1308,P0
CS4784,9/19/2014,23,1578,P0
CS4785,2/19/2015,16,1219,P0
CS4786,11/1/2014,17,1248,P0
CS4787,2/19/2015,20,1351,P0
CS4788,1/21/2015,19,1470,P0
CS4789,12/27/2014,22,1551,P0
CS4790,1/21/2015,19,1453,P0
CS4791,2/12/2015,16,1177,P0
CS4792,2/19/2015,20,1368,P0
CS4793,2/8/2015,27,1862,P0
CS4794,2/15/2015,23,1685,P0
CS4795,2/24/2015,25,1831,P0
CS4796,10/14/2014,18,1347,P0
CS4797,2/19/2015,21,1577,P0
CS4798,2/21/2015,27,2151,P0
CS4799,8/31/2014,18,1240,P0
CS4800,1/7/2015,23,1520,P0
CS4801,1/26/2015,18,1254,P0
CS4802,3/9/2015,20,1451,P0
CS4803,1/25/2015,18,1305,P0
CS4804,2/2/2015,25,1643,P0
CS4805,11/15/2014,17,1354,P0
CS4806,12/13/2014,18,1108,P0
CS4807,1/22/2015,20,1249,P0
CS4808,1/9/2015,24,1570,P0
CS4809,6/29/2014,19,1294,P0
CS4810,1/7/2015,21,1448,P0
CS4811,7/27/2014,20,1399,P0
CS4812,2/8/2015,15,1063,P0
CS4813,1/3/2015,20,1437,P0
CS4814,9/28/2014,19,1435,P0
CS4815,2/15/2015,25,1804,P0
CS4816,1/3/2015,18,1311,P0
CS4817,3/6/2015,21,1389,P0
CS4818,3/6/2015,13,942,P2
CS4819,11/29/2014,20,1457,P0
CS4820,3/10/2015,20,1408,P0
CS4821,2/28/2015,16,1161,P0
CS4822,2/8/2015,17,1118,P0
CS4823,8/2/2014,22,1555,P0
CS4824,10/14/2014,19,1353,P0
CS4825,2/28/2015,19,1407,P0
CS4826,12/21/2014,21,1497,P0
CS4827,2/23/2015,19,1242,P0
CS4828,7/31/2014,18,1339,P0
CS4829,1/11/2015,27,1870,P0
CS4830,2/26/2015,18,1253,P0
CS4831,2/24/2015,15,1010,P0
CS4832,12/30/2014,23,1482,P0
CS4833,9/21/2014,19,1262,P0
CS4834,3/5/2014,14,1091,P2
CS4835,2/12/2015,15,955,P2
CS4836,1/20/2015,23,1761,P0
CS4837,3/2/2015,20,1437,P0
CS4838,3/8/2015,17,1143,P0
CS4839,2/4/2015,24,1775,P0
CS4840,2/27/2015,14,999,P2
CS4841,3/15/2015,26,1960,P0
CS4842,1/28/2015,20,1319,P0
CS4843,11/28/2014,15,896,P2
CS4844,10/18/2014,26,1669,P0
CS4845,3/14/2015,23,1532,P0
CS4846,2/4/2015,27,1855,P0
CS4847,3/5/2015,21,1340,P0
CS4848,3/15/2015,18,1287,P0
CS4849,3/9/2015,25,1850,P0
CS4850,2/26/2015,17,1237,P0
CS4851,1/10/2015,18,1162,P0
CS4852,1/11/2015,23,1559,P0
CS4853,12/26/2014,19,1294,P0
CS4854,3/13/2015,18,1167,P0
CS4855,3/12/2015,24,1660,P0
CS4856,2/15/2015,16,1172,P0
CS4857,3/13/2015,19,1381,P0
CS4858,1/16/2015,28,2247,P0
CS4859,2/10/2015,18,1332,P0
CS4860,6/26/2014,23,1629,P0
CS4861,12/26/2014,15,1132,P0
CS4862,10/17/2014,26,1853,P0
CS4863,2/4/2015,21,1484,P0
CS4864,1/19/2015,18,1307,P0
CS4865,3/15/2015,26,1941,P0
CS4866,2/18/2015,19,1487,P0
CS4867,2/14/2015,30,2106,P0
CS4868,3/5/2015,27,1899,P0
CS4869,12/27/2014,18,1234,P0
CS4870,3/14/2015,19,1242,P0
CS4871,3/6/2015,26,2006,P0
CS4872,3/14/2015,22,1475,P0
CS4873,5/9/2014,14,1130,P2
CS4874,12/5/2014,21,1532,P0
CS4875,1/28/2015,20,1605,P0
CS4876,9/29/2014,23,1492,P0
CS4877,3/8/2015,16,1176,P0
CS4878,12/29/2014,22,1380,P0
CS4879,2/22/2015,18,1195,P0
CS4880,1/10/2015,20,1423,P0
CS4881,3/10/2015,17,1109,P0
CS4882,12/2/2014,16,1136,P0
CS4883,12/2/2014,15,1012,P0
CS4884,2/10/2015,19,1152,P0
CS4885,9/15/2014,21,1520,P0
CS4886,3/7/2015,20,1411,P0
CS4887,2/8/2015,23,1516,P0
CS4888,12/21/2014,21,1618,P0
CS4889,3/11/2015,23,1436,P0
CS4890,11/7/2014,17,1257,P0
CS4891,2/4/2015,19,1439,P0
CS4892,11/5/2014,22,1404,P0
CS4893,1/11/2015,20,1286,P0
CS4894,12/23/2014,12,824,P2
CS4895,1/28/2015,19,1197,P0
CS4896,10/3/2014,20,1423,P0
CS4897,2/5/2015,30,1999,P0
CS4898,2/14/2015,13,866,P2
CS4899,3/1/2015,19,1372,P0
CS4900,2/28/2015,17,1068,P0
CS4901,1/3/2015,23,1491,P0
CS4902,2/17/2015,18,1383,P0
CS4903,3/14/2015,26,1584,P0
CS4904,3/3/2015,24,1456,P0
CS4905,3/2/2015,23,1575,P0
CS4906,1/10/2015,22,1644,P0
CS4907,1/12/2015,19,1344,P0
CS4908,10/19/2014,24,1842,P0
CS4909,1/7/2015,17,1290,P0
CS4910,10/30/2014,18,1252,P0
CS4911,11/6/2014,15,1069,P0
CS4912,3/6/2015,19,1545,P0
CS4913,12/15/2014,16,1047,P0
CS4914,11/3/2014,21,1471,P0
CS4915,2/20/2015,23,1541,P0
CS4916,1/18/2015,21,1484,P0
CS4917,1/25/2015,20,1392,P0
CS4918,10/28/2014,22,1561,P0
CS4919,12/3/2013,13,863,P2
CS4920,1/26/2015,17,1173,P0
CS4921,3/10/2015,12,908,P2
CS4922,2/28/2015,16,1117,P0
CS4923,8/5/2014,18,1064,P0
CS4924,11/25/2014,23,1527,P0
CS4925,12/19/2014,21,1316,P0
CS4926,1/31/2015,16,1167,P0
CS4927,1/27/2015,20,1401,P0
CS4928,2/7/2015,18,1318,P0
CS4929,2/1/2015,25,1624,P0
CS4930,2/8/2015,20,1440,P0
CS4931,2/28/2015,29,2246,P0
CS4932,10/10/2014,26,1840,P0
CS4933,7/16/2014,16,1040,P0
CS4934,10/8/2014,24,1865,P0
CS4935,12/3/2014,21,1575,P0
CS4936,2/3/2015,25,1669,P0
CS4937,12/18/2014,16,1152,P0
CS4938,3/15/2015,15,1057,P0
CS4939,11/29/2014,29,2088,P0
CS4940,2/6/2015,15,1109,P0
CS4941,2/26/2015,22,1434,P0
CS4942,10/5/2014,19,1484,P0
CS4943,2/27/2015,19,1338,P0
CS4944,2/18/2015,27,2062,P0
CS4945,1/25/2015,23,1603,P0
CS4946,2/8/2015,21,1548,P0
CS4947,1/31/2015,11,834,P2
CS4948,2/9/2015,18,1287,P0
CS4949,2/28/2015,21,1365,P0
CS4950,2/17/2015,12,863,P2
CS4951,12/11/2014,20,1488,P0
CS4952,11/25/2014,25,1888,P0
CS4953,9/21/2014,21,1381,P0
CS4954,3/15/2015,20,1364,P0
CS4955,2/27/2015,25,1799,P0
CS4956,2/19/2015,18,1395,P0
CS4957,1/19/2015,23,1634,P0
CS4958,1/31/2015,14,812,P2
CS4959,7/19/2014,23,1768,P0
CS4960,12/22/2014,18,1216,P0
CS4961,2/24/2015,21,1365,P0
CS4962,2/5/2015,25,1774,P0
CS4963,1/28/2015,19,1243,P0
CS4964,2/7/2015,20,1237,P0
CS4965,2/12/2015,27,1790,P0
CS4966,10/26/2014,23,1504,P0
CS4967,2/4/2015,25,1818,P0
CS4968,3/8/2015,18,1278,P0
CS4969,2/20/2015,18,1295,P0
CS4970,2/16/2015,23,1712,P0
CS4971,2/21/2015,19,1367,P0
CS4972,12/31/2014,21,1433,P0
CS4973,12/30/2014,23,1626,P0
CS4974,9/27/2014,19,1273,P0
CS4975,11/20/2014,11,777,P2
CS4976,2/15/2015,19,1424,P0
CS4977,12/31/2014,22,1566,P0
CS4978,2/27/2014,10,675,P2
CS4979,1/9/2015,17,1104,P0
CS4980,2/13/2015,22,1564,P0
CS4981,2/18/2015,25,1703,P0
CS4982,8/27/2014,12,754,P2
CS4983,3/8/2015,18,1406,P0
CS4984,12/31/2014,18,1060,P0
CS4985,2/26/2015,21,1468,P0
CS4986,3/10/2015,16,1013,P0
CS4987,2/5/2015,16,1098,P0
CS4988,12/21/2014,20,1433,P0
CS4989,2/24/2015,15,918,P2
CS4990,12/6/2014,20,1406,P0
CS4991,3/2/2015,15,1143,P0
CS4992,12/29/2014,20,1350,P0
CS4993,2/20/2015,26,1765,P0
CS4994,2/27/2015,18,1216,P0
CS4995,11/18/2014,20,1331,P0
CS4996,2/17/2015,25,1635,P0
CS4997,6/29/2014,15,1074,P0
CS4998,3/7/2015,34,2358,P0
CS4999,12/11/2014,11,788,P2
CS5000,2/11/2015,19,1408,P0
CS5001,2/15/2015,22,1593,P0
CS5002,1/4/2015,11,815,P2
CS5003,12/30/2014,16,1207,P0
CS5004,12/26/2014,18,1302,P0
CS5005,2/19/2015,17,1146,P0
CS5006,2/2/2015,24,1651,P0
CS5007,2/10/2015,24,1518,P0
CS5008,1/8/2015,16,1159,P0
CS5009,1/2/2015,16,1067,P0
CS5010,2/27/2015,24,1698,P0
CS5011,12/27/2014,20,1480,P0
CS5012,12/18/2014,24,1602,P0
CS5013,11/1/2014,18,1298,P0
CS5014,1/29/2015,21,1342,P0
CS5015,10/2/2014,22,1423,P0
CS5016,3/12/2015,25,1701,P0
CS5017,3/1/2015,18,1255,P0
CS5018,12/31/2014,25,1628,P0
CS5019,12/13/2014,20,1338,P0
CS5020,5/22/2014,9,572,P2
CS5021,10/14/2014,20,1341,P0
CS5022,10/20/2014,15,1209,P0
CS5023,2/3/2015,22,1713,P0
CS5024,8/31/2014,18,1214,P0
CS5025,12/27/2014,28,1973,P0
CS5026,9/20/2014,30,2098,P0
CS5027,3/14/2015,22,1586,P0
CS5028,2/25/2015,29,2098,P0
CS5029,12/23/2014,16,1162,P0
CS5030,11/8/2014,16,1028,P0
CS5031,1/15/2015,24,1585,P0
CS5032,2/17/2015,23,1763,P0
CS5033,12/14/2014,22,1687,P0
CS5034,1/4/2015,17,1130,P0
CS5035,1/12/2015,14,1037,P2
CS5036,10/4/2014,20,1292,P0
CS5037,3/12/2015,15,1149,P0
CS5038,1/2/2015,22,1470,P0
CS5039,2/7/2015,25,1673,P0
CS5040,3/15/2015,24,1731,P0
CS5041,3/6/2015,25,1763,P0
CS5042,3/16/2015,21,1646,P0
CS5043,1/20/2015,17,1109,P0
CS5044,10/29/2014,21,1477,P0
CS5045,5/20/2014,12,1019,P2
CS5046,2/6/2015,24,1712,P0
CS5047,3/5/2015,19,1381,P0
CS5048,3/14/2015,22,1464,P0
CS5049,3/15/2015,28,1979,P0
CS5050,3/7/2015,19,1515,P0
CS5051,2/15/2015,19,1232,P0
CS5052,1/7/2015,24,1486,P0
CS5053,11/10/2014,18,1501,P0
CS5054,10/2/2014,16,1279,P0
CS5055,1/7/2015,23,1644,P0
CS5056,11/14/2014,17,1337,P0
CS5057,12/2/2014,26,2008,P0
CS5058,3/3/2015,18,1146,P0
CS5059,2/10/2015,20,1486,P0
CS5060,12/5/2014,15,1082,P0
CS5061,2/19/2015,22,1412,P0
CS5062,9/24/2014,20,1443,P0
CS5063,2/22/2015,27,1901,P0
CS5064,12/30/2014,15,1200,P0
CS5065,3/6/2015,24,1463,P0
CS5066,2/13/2015,26,1696,P0
CS5067,3/2/2015,27,1857,P0
CS5068,2/21/2015,22,1500,P0
CS5069,12/1/2014,23,1666,P0
CS5070,11/26/2014,21,1477,P0
CS5071,2/12/2015,16,1180,P0
CS5072,11/10/2014,16,1085,P0
CS5073,10/15/2014,18,1362,P0
CS5074,12/20/2014,15,1010,P0
CS5075,2/24/2015,18,1180,P0
CS5076,1/31/2015,21,1371,P0
CS5077,3/7/2015,21,1444,P0
CS5078,11/25/2014,19,1351,P0
CS5079,1/20/2015,23,1469,P0
CS5080,6/5/2014,18,1209,P0
CS5081,3/2/2015,22,1645,P0
CS5082,2/25/2015,29,2072,P0
CS5083,1/10/2015,26,1974,P0
CS5084,2/11/2015,20,1465,P0
CS5085,8/18/2014,18,1313,P0
CS5086,12/16/2014,21,1287,P0
CS5087,1/28/2015,15,874,P2
CS5088,2/15/2015,22,1556,P0
CS5089,1/18/2015,12,874,P2
CS5090,3/10/2015,21,1552,P0
CS5091,8/23/2014,13,976,P2
CS5092,2/23/2015,18,1200,P0
CS5093,1/10/2015,27,1838,P0
CS5094,3/7/2015,18,1289,P0
CS5095,2/21/2015,20,1423,P0
CS5096,9/16/2014,18,1348,P0
CS5097,1/18/2015,26,1757,P0
CS5098,12/30/2014,17,1147,P0
CS5099,3/4/2015,16,1151,P0
CS5100,1/20/2015,23,1595,P0
CS5101,11/8/2014,17,1033,P0
CS5102,1/17/2015,15,982,P2
CS5103,2/22/2015,16,1011,P0
CS5104,8/18/2014,16,1102,P0
CS5105,11/2/2014,17,1248,P0
CS5106,11/9/2014,20,1492,P0
CS5107,2/21/2015,28,1994,P0
CS5108,3/8/2015,14,968,P2
CS5109,2/4/2015,35,2506,P0
CS5110,3/6/2015,11,807,P2
CS5111,1/8/2015,28,1948,P0
CS5112,3/8/2015,14,1003,P2
CS5113,3/5/2015,19,1314,P0
CS5114,11/15/2014,20,1610,P0
CS5115,1/20/2015,22,1298,P0
CS5116,1/19/2015,20,1408,P0
CS5117,2/4/2015,19,1332,P0
CS5118,2/9/2015,26,1764,P0
CS5119,8/22/2014,17,1319,P0
CS5120,2/22/2015,16,1196,P0
CS5121,2/14/2015,16,1175,P0
CS5122,1/22/2015,23,1513,P0
CS5123,2/10/2014,15,1047,P0
CS5124,12/16/2014,28,1973,P0
CS5125,3/4/2015,20,1319,P0
CS5126,2/26/2015,25,1654,P0
CS5127,11/26/2014,15,1208,P0
CS5128,12/15/2014,27,1856,P0
CS5129,12/10/2014,24,1567,P0
CS5130,12/29/2014,25,1666,P0
CS5131,11/8/2014,29,2083,P0
CS5132,2/15/2015,22,1568,P0
CS5133,2/8/2015,18,1428,P0
CS5134,1/9/2015,16,942,P2
CS5135,2/13/2015,23,1525,P0
CS5136,2/1/2015,22,1643,P0
CS5137,11/6/2014,21,1529,P0
CS5138,3/5/2015,19,1352,P0
CS5139,12/23/2014,22,1493,P0
CS5140,12/22/2014,23,1647,P0
CS5141,12/23/2014,29,1990,P0
CS5142,3/8/2015,19,1323,P0
CS5143,2/11/2015,23,1642,P0
CS5144,10/10/2014,14,924,P2
CS5145,12/31/2014,20,1370,P0
CS5146,12/19/2014,17,1246,P0
CS5147,2/9/2015,18,1197,P0
CS5148,12/25/2014,26,1726,P0
CS5149,11/14/2014,13,887,P2
CS5150,1/11/2015,11,822,P2
CS5151,12/3/2014,18,1151,P0
CS5152,11/4/2014,12,839,P2
CS5153,1/8/2015,21,1506,P0
CS5154,3/9/2015,31,2008,P0
CS5155,2/6/2015,26,1838,P0
CS5156,12/10/2014,16,1185,P0
CS5157,1/26/2015,22,1473,P0
CS5158,12/11/2014,19,1249,P0
CS5159,1/23/2015,28,2123,P0
CS5160,3/8/2015,21,1526,P0
CS5161,1/16/2015,18,1371,P0
CS5162,9/22/2014,18,1314,P0
CS5163,3/8/2015,28,2037,P0
CS5164,3/1/2015,18,1157,P0
CS5165,1/1/2015,25,1705,P0
CS5166,3/1/2015,27,1951,P0
CS5167,11/6/2014,16,1082,P0
CS5168,2/26/2015,20,1458,P0
CS5169,12/7/2014,18,1241,P0
CS5170,2/13/2015,20,1329,P0
CS5171,3/15/2015,18,1286,P0
CS5172,11/9/2014,21,1362,P0
CS5173,9/25/2014,11,684,P2
CS5174,1/12/2015,25,1616,P0
CS5175,2/18/2015,25,1680,P0
